,Unnamed: 0,Name,Keywords (10),Top Keywords List,Top Keywords,region,Price_range,lun_di,save,Category,Category_1,Location_y,Location_1,Label,Rating,Review,avg_lunch,avg_dinner,min_lunch,max_lunch,min_dinner,max_dinner,region_1
0,0,207다이닝,"파스타, 음식, 아이스크림, 스테이크, 메뉴, 생일, 분위기, 요리, 좋은, 트러플","['특별한 날', '분위기 좋은']","특별한 날, 분위기 좋은",서울특별시 성동구 성수일로1길,점심 1 - 3만원 · 저녁 2 - 4만원,저녁,"2,839",양식,양식,서울숲,성동구,예약,4.9,277,20000.0,30000.0,10000.0,30000.0,20000.0,40000.0,서울특별시 성동구 성수일로1길
1,1,37.5 시그니처 성수점,"분위기, 브런치, 음식, 직원, 맛집, 성수, 좋았어요, 파스타, 좋고, 좋아요","['친절한', '음식이 맛있는', '분위기 좋은']","친절한, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 연무장길,점심 저녁 동일가 2 - 4만원,점심,671,브런치,양식,성수,성동구,웨이팅,4.7,72,30000.0,30000.0,20000.0,40000.0,20000.0,40000.0,서울특별시 성동구 연무장길
2,2,Bar Postscript 바피에스,"와인, 분위기, 음식, 코스, 생일, 서비스, 메뉴, 요리, 가격, 맛있고","['서비스 좋은', '특별한 날', '분위기 좋은', '주류', '음식이 맛있는']","서비스 좋은, 특별한 날, 분위기 좋은, 주류, 음식이 맛있는",서울특별시 성동구 연무장17길,점심 영업안함 · 저녁 1 - 3만원,저녁,"4,222",양식,양식,성수,성동구,예약,4.7,271,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 연무장17길
3,3,ERN 이알앤,"파스타, 메뉴, 음식, 분위기, 소스, 뇨끼, 라자냐, 맛있고, 좋고, 맛있어서","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 서울숲2길,점심 저녁 동일가 1 - 4만원,점심,"4,645",파스타,양식,서울숲,성동구,예약,4.8,334,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 서울숲2길
4,4,TOOG 투그,"음식, 메뉴, 핫도그, 와인, 주문, 파스타, 맛있었어요, 소스, 로우, 분위기","['주류', '음식이 맛있는', '분위기 좋은']","주류, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 성수이로14길,점심 저녁 동일가 1 - 4만원,저녁,"4,725",양식,양식,성수,성동구,예약,4.7,598,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 성수이로14길
5,5,TWG Tea 성수낙낙점,"분위기, 좋고, 기분, 시간, 디저트, 예약, 음식, 좋은, 맛있어요, 좋아요","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 아차산로17길,점심 저녁 동일가 1 - 4만원,저녁,"1,104","카페,디저트",카페,성수,성동구,예약,4.7,78,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 아차산로17길
6,6,Wip seongsu (윕 성수),"분위기, 메뉴, 와인, 음식, 좋았어요, 스테이크, 파스타, 뇨끼, 연말, 맛있고","['주류', '음식이 맛있는', '분위기 좋은', '특별한 날']","주류, 음식이 맛있는, 분위기 좋은, 특별한 날",서울특별시 성동구 광나루로4가길,점심 저녁 동일가 1 - 4만원,저녁,"9,999+",양식,양식,성수,성동구,예약,4.5,921,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 광나루로4가길
7,7,dooop,"분위기, 음식, 와인, 좋은, 기분, 좋았어요, 맛있었어요, 메뉴, 서비스, 좋고","['서비스 좋은', '주류', '음식이 맛있는', '분위기 좋은']","서비스 좋은, 주류, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 서울숲2길,점심 저녁 동일가 1 - 3만원,점심,"9,999+",양식,양식,서울숲,성동구,예약,4.7,579,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 서울숲2길
8,8,oiljang,"와인, 음식, 메뉴, 추천, 리스트, 맛있게, 맛집, 소스, 오일장, 주문","['주류', '음식이 맛있는', '추천하는']","주류, 음식이 맛있는, 추천하는",서울특별시 성동구 서울숲2길,점심 영업안함 · 저녁 1 - 3만원,저녁,"5,560",양식,양식,서울숲,성동구,예약,4.8,252,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 서울숲2길
9,9,감도 성수점,"아이스크림, 디저트, 예약, 가격, 레터, 맛있어요, 바질, 분위기, 서비스, 조약돌","['서비스 좋은', '음식이 맛있는', '분위기 좋은']","서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 왕십리로,점심 저녁 동일가 1 - 2만원,저녁,"3,181","카페,디저트",카페,서울숲,성동구,예약,4.3,67,15000.0,15000.0,10000.0,20000.0,10000.0,20000.0,서울특별시 성동구 왕십리로
10,10,경주이씨,"메뉴, 음식, 안주, 가격, 분위기, 맛있고, 최고, 좋은, 주문, 맛집","['음식이 맛있는', '분위기 좋은', '추천하는']","음식이 맛있는, 분위기 좋은, 추천하는",서울특별시 성동구 왕십리로8길,점심 영업안함 · 저녁 1 - 2만원,저녁,779,전통주,주류,성수,성동구,예약,4.5,79,영업안함,15000.0,,,10000.0,20000.0,서울특별시 성동구 왕십리로8길
11,11,고로고로 성수,"오차즈케, 음식, 장어, 로고, 맛있었어요, 요청, 테이블, 해산물, 도미, 분위기","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 아차산로13길,점심 저녁 동일가 1 - 3만원,저녁,"4,325",일식,일식,성수,성동구,예약,4.6,230,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 아차산로13길
12,12,곤스 gon`s,"분위기, 하이, 음식, 맛집, 안주, 좋아요, 곤스, 구이, 데이트, 미소","['음식이 맛있는', '분위기 좋은', '데이트/연인과 함께']","음식이 맛있는, 분위기 좋은, 데이트/연인과 함께",서울특별시 성동구 고산자로14길,점심 영업안함 · 저녁 1 - 3만원,저녁,501,한식,한식,왕십리,성동구,예약,4.6,101,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 고산자로14길
13,13,골든센트리,"음식, 분위기, 메뉴, 좋은, 요리, 중식, 코스, 어향가, 소스, 좋고",['분위기 좋은'],분위기 좋은,서울특별시 성동구 연무장9길,점심 저녁 동일가 5 - 10만원,점심,"2,154",중식,중식,성수,성동구,예약,4.8,219,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,서울특별시 성동구 연무장9길
14,14,금남방,"와인, 음식, 분위기, 최고, 추천, 한식, 금호동, 고추, 맛있고, 음악","['주류', '음식이 맛있는', '분위기 좋은', '추천하는']","주류, 음식이 맛있는, 분위기 좋은, 추천하는",서울특별시 성동구 독서당로,점심 영업안함 · 저녁 1 - 4만원,저녁,"1,125",양식,양식,금호,성동구,예약,4.8,55,영업안함,25000.0,,,10000.0,40000.0,서울특별시 성동구 독서당로
15,15,금남정,"음식, 분위기, 좋아요, 갈치, 전통주, 추천, 파스타, 다양한, 맛있어요, 안주","['주류', '음식이 맛있는', '분위기 좋은', '추천하는']","주류, 음식이 맛있는, 분위기 좋은, 추천하는",서울특별시 성동구 금호산2길,점심 영업안함 · 저녁 1 - 3만원,저녁,"1,273",전통주,주류,금호,성동구,예약,4.8,173,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 금호산2길
16,16,금호 온,"파스타, 분위기, 음식, 좋은, 메뉴, 금호동, 와인, 좋고, 데이트, 디저트","['주류', '분위기 좋은', '데이트/연인과 함께']","주류, 분위기 좋은, 데이트/연인과 함께",서울특별시 성동구 무수막길,점심 저녁 동일가 1 - 3만원,점심,723,이탈리아음식,양식,금호,성동구,예약,4.7,110,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 무수막길
17,17,기후,"음식, 분위기, 마카, 식사, 메뉴, 서비스, 구성, 데이트, 기분, 좋았어요","['서비스 좋은', '분위기 좋은', '데이트/연인과 함께']","서비스 좋은, 분위기 좋은, 데이트/연인과 함께",서울특별시 성동구 성수이로,점심 저녁 동일가 8.8만원,저녁,"8,226",스시오마카세,일식,성수,성동구,예약,4.6,397,88000.0,88000.0,88000.0,88000.0,88000.0,88000.0,서울특별시 성동구 성수이로
18,18,까까를로,"뇨끼, 메뉴, 분위기, 음식, 파스타, 맛있게, 예약, 맛있어서, 맛있었어요, 맛집","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 왕십리로8길,점심 저녁 동일가 1 - 4만원,저녁,"3,350",이탈리아음식,양식,성수,성동구,예약,4.8,351,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 왕십리로8길
19,19,다로베,"피자, 로베, 화덕, 파스타, 메뉴, 청담, 주문, 맛있는, 셰프, 역시",['음식이 맛있는'],음식이 맛있는,서울특별시 성동구 왕십리로11길,점심 저녁 동일가 1 - 3만원,점심,"2,667",피자,양식,서울숲,성동구,예약,4.7,223,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 왕십리로11길
20,20,다반,"음식, 메뉴, 다반, 한식, 직원, 구성, 반상, 추천, 감태, 김밥","['친절한', '추천하는']","친절한, 추천하는",서울특별시 성동구 서울숲4길,점심 저녁 동일가 1 - 4만원,점심,686,한식,한식,서울숲,성동구,예약,4.5,107,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 서울숲4길
21,21,다이닝 목로 성수점,"분위기, 메뉴, 음식, 안주, 친구, 여기, 좋고, 튀김, 가지, 맛있고","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 연무장7가길,점심 영업안함 · 저녁 2 - 4만원,저녁,828,한식,한식,성수,성동구,웨이팅,4.7,104,영업안함,30000.0,,,20000.0,40000.0,서울특별시 성동구 연무장7가길
22,22,더블해피니스,"맛있어요, 분위기, 음식, 메뉴, 추천, 마라샹궈, 성수, 좋은, 친구, 국수","['음식이 맛있는', '분위기 좋은', '추천하는']","음식이 맛있는, 분위기 좋은, 추천하는",서울특별시 성동구 연무장길,점심 저녁 동일가 1 - 4만원,저녁,"1,087",중식,중식,성수,성동구,예약,4.5,55,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 연무장길
23,23,데이릿,"육회, 묵은지, 메뉴, 음식, 마키, 맛있었어요, 크림, 맛있어서, 잠봉, 족발",['음식이 맛있는'],음식이 맛있는,서울특별시 성동구 상원1길,점심 1 - 2만원 · 저녁 1 - 4만원,점심,"1,701",아시아음식,아시아음식,성수,성동구,웨이팅,4.7,163,15000.0,25000.0,10000.0,20000.0,10000.0,40000.0,서울특별시 성동구 상원1길
24,24,데이릿,"육회, 묵은지, 메뉴, 음식, 마키, 맛있었어요, 크림, 맛있어서, 잠봉, 족발",['음식이 맛있는'],음식이 맛있는,서울특별시 성동구 상원1길,점심 1 - 2만원 · 저녁 1 - 4만원,점심,"1,701",아시아음식,아시아음식,성수,성동구,예약,4.7,163,15000.0,25000.0,10000.0,20000.0,10000.0,40000.0,서울특별시 성동구 상원1길
25,25,데이릿,"육회, 묵은지, 메뉴, 음식, 마키, 맛있었어요, 크림, 맛있어서, 잠봉, 족발",['음식이 맛있는'],음식이 맛있는,서울특별시 성동구 상원1길,점심 1 - 2만원 · 저녁 1 - 4만원,점심,"1,701",아시아음식,아시아음식,성수,성동구,예약-웨이팅,4.7,163,15000.0,25000.0,10000.0,20000.0,10000.0,40000.0,서울특별시 성동구 상원1길
26,26,도우 소사이어티,"피자, 와인, 도우, 파스타, 분위기, 메뉴, 맛있어요, 좋고, 음식, 맛있게","['주류', '음식이 맛있는', '분위기 좋은']","주류, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 아차산로13길,점심 저녁 동일가 2 - 3만원,저녁,"2,655",피자,양식,성수,성동구,예약,4.6,190,25000.0,25000.0,20000.0,30000.0,20000.0,30000.0,서울특별시 성동구 아차산로13길
27,27,뚜쿠소무야,"메뉴, 음식, 좋은, 분위기, 금태, 맛있었어요, 오뎅, 느낌, 다른, 맛있어요","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 성수이로3길,점심 영업안함 · 저녁 1 - 3만원,저녁,927,이자카야,일식,성수,성동구,예약,4.8,54,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 성수이로3길
28,28,뚝 다이닝,"안주, 음식, 맛집, 메뉴, 전통주, 피순대, 성수, 전골, 구이, 막창","['주류', '음식이 맛있는']","주류, 음식이 맛있는",서울특별시 성동구 연무장9길,점심 저녁 동일가 1 - 3만원,저녁,"2,280",한식,한식,성수,성동구,예약,4.6,121,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 연무장9길
29,29,레타주,"음식, 와인, 메뉴, 분위기, 추천, 레타주, 버터, 서비스, 좋은, 맛있어요","['서비스 좋은', '추천하는', '분위기 좋은', '주류', '음식이 맛있는']","서비스 좋은, 추천하는, 분위기 좋은, 주류, 음식이 맛있는",서울특별시 성동구 왕십리로10길,점심 영업안함 · 저녁 1 - 3만원,저녁,"2,891",요리주점,주류,성수,성동구,예약,4.7,99,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 왕십리로10길
30,30,로컬릿,"비건, 메뉴, 음식, 느낌, 맛있어요, 맛있게, 맛있고, 재료, 직원, 맛있었어요","['친절한', '음식이 맛있는', '분위기 좋은']","친절한, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 한림말길,점심 저녁 동일가 1 - 3만원,저녁,"2,616",베지테리안/비건,양식,옥수,성동구,예약,4.5,133,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 한림말길
31,31,리파인 성수점,"음식, 분위기, 맛있고, 좋았어요, 메뉴, 주류, 전통주, 데이트, 리파, 맛있어서","['주류', '음식이 맛있는', '분위기 좋은', '데이트/연인과 함께']","주류, 음식이 맛있는, 분위기 좋은, 데이트/연인과 함께",서울특별시 성동구 연무장5가길,점심 저녁 동일가 1 - 4만원,저녁,"4,843",한식,한식,성수,성동구,예약,4.8,337,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 연무장5가길
32,32,리호,"와인, 메뉴, 분위기, 파스타, 음식, 좋은, 테라스, 추천, 데이트, 소스","['주류', '분위기 좋은', '추천하는', '데이트/연인과 함께']","주류, 분위기 좋은, 추천하는, 데이트/연인과 함께",서울특별시 성동구 연무장길,점심 저녁 동일가 2 - 4만원,저녁,"2,785",양식,양식,성수,성동구,예약,4.8,143,30000.0,30000.0,20000.0,40000.0,20000.0,40000.0,서울특별시 성동구 연무장길
33,33,마마리와 뱅글,"와인, 음식, 메뉴, 분위기, 좋고, 좋아요, 파스타, 리스트, 마마, 뱅글","['주류', '분위기 좋은']","주류, 분위기 좋은",서울특별시 성동구 연무장18길,점심 저녁 동일가 1 - 4만원,점심,"7,039",한식,한식,성수,성동구,예약,4.5,379,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 연무장18길
34,34,마블상회,"고기, 소고기, 갈비살, 맛집, 라면, 성수동, 차돌, 마블, 서비스, 창살","['음식이 맛있는', '서비스 좋은']","음식이 맛있는, 서비스 좋은",서울특별시 성동구 광나루로8길,점심 영업안함 · 저녁 2 - 5만원,저녁,87,소고기구이,한식,성수,성동구,예약,5.0,59,영업안함,35000.0,,,20000.0,50000.0,서울특별시 성동구 광나루로8길
35,35,매치스 성수,"와인, 음식, 분위기, 메뉴, 추천, 성수, 매치, 시간, 기분, 스팅","['주류', '분위기 좋은', '추천하는']","주류, 분위기 좋은, 추천하는",서울특별시 성동구 뚝섬로13길,점심 영업안함 · 저녁 1 - 3만원,저녁,"2,835",와인,주류,성수,성동구,예약,4.8,178,영업안함,20000.0,,,10000.0,30000.0,서울특별시 성동구 뚝섬로13길
36,36,맷돌,"타코, 예약, 좋은, 메뉴, 분위기, 음식, 코스, 가격, 맛있는, 맛있어서","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 성덕정길,점심 저녁 동일가 3.9만원,저녁,"3,295",멕시코음식,양식,성수,성동구,예약,4.8,208,39000.0,39000.0,39000.0,39000.0,39000.0,39000.0,서울특별시 성동구 성덕정길
37,37,메종 파이프그라운드,"피자, 옥수수, 맛있어요, 맛있었어요, 음식, 테이블, 화이트, 예약, 파스타, 메뉴",['음식이 맛있는'],음식이 맛있는,서울특별시 성동구 왕십리로,점심 저녁 동일가 1 - 3만원,점심,"4,108",브런치,양식,서울숲,성동구,예약,4.5,323,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 왕십리로
38,38,메종성수돈,"고기, 토마토, 라면, 분위기, 서비스, 직원, 목살, 음식, 고깃집, 조합","['친절한', '서비스 좋은', '분위기 좋은']","친절한, 서비스 좋은, 분위기 좋은",서울특별시 성동구 연무장7가길,점심 저녁 동일가 1 - 4만원,저녁,"6,847",돼지고기구이,한식,성수,성동구,예약,4.9,768,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 연무장7가길
39,39,모르므로,"분위기, 음식, 좋고, 파스타, 화장실, 메뉴, 예약, 맛있고, 맛있어서, 맛있어요","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 연무장길,점심 영업안함 · 저녁 2 - 3만원,저녁,"1,787",양식,양식,성수,성동구,웨이팅,4.8,87,영업안함,25000.0,,,20000.0,30000.0,서울특별시 성동구 연무장길
40,40,모르므로,"분위기, 음식, 좋고, 파스타, 화장실, 메뉴, 예약, 맛있고, 맛있어서, 맛있어요","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 연무장길,점심 영업안함 · 저녁 2 - 3만원,저녁,"1,787",양식,양식,성수,성동구,예약,4.8,87,영업안함,25000.0,,,20000.0,30000.0,서울특별시 성동구 연무장길
41,41,모르므로,"분위기, 음식, 좋고, 파스타, 화장실, 메뉴, 예약, 맛있고, 맛있어서, 맛있어요","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 연무장길,점심 영업안함 · 저녁 2 - 3만원,저녁,"1,787",양식,양식,성수,성동구,예약-웨이팅,4.8,87,영업안함,25000.0,,,20000.0,30000.0,서울특별시 성동구 연무장길
42,42,무색 MUSAEK,"메뉴, 서비스, 음식, 최고, 분위기, 맛있어요, 사시미, 숙성, 좋은, 기념일","['서비스 좋은', '추천하는', '특별한 날', '분위기 좋은', '음식이 맛있는']","서비스 좋은, 추천하는, 특별한 날, 분위기 좋은, 음식이 맛있는",서울특별시 성동구 상원2길,점심 2.9만원 · 저녁 9천원 ~ 5만원,점심,"6,722",일식,일식,성수,성동구,예약,4.8,537,29000.0,29500.0,29000.0,29000.0,9000.0,50000.0,서울특별시 성동구 상원2길
43,43,문츠바베큐,"바베큐, 고기, 메뉴, 느낌, 버섯, 직원, 문츠, 식사, 좋았어요, 텍사스","['친절한', '분위기 좋은']","친절한, 분위기 좋은",서울특별시 성동구 상원1길,점심 영업안함 · 저녁 1 - 4만원,저녁,"9,999+",바베큐,양식,성수,성동구,예약,4.3,1688,40000.0,40000.0,20000.0,60000.0,20000.0,60000.0,서울특별시 성동구 상원1길
44,44,문화식당 성수점,"분위기, 음식, 좋은, 직원, 맛있어요, 서비스, 좋고, 맛있었어요, 친절하시고, 가족","['친절한', '서비스 좋은', '음식이 맛있는', '분위기 좋은']","친절한, 서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 성수일로4길,점심 저녁 동일가 1 - 5만원,점심,456,파스타,양식,성수,성동구,웨이팅,4.7,65,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서울특별시 성동구 성수일로4길
45,45,문화식당 성수점,"분위기, 음식, 좋은, 직원, 맛있어요, 서비스, 좋고, 맛있었어요, 친절하시고, 가족","['친절한', '서비스 좋은', '음식이 맛있는', '분위기 좋은']","친절한, 서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 성수일로4길,점심 저녁 동일가 1 - 5만원,점심,456,파스타,양식,성수,성동구,예약,4.7,65,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서울특별시 성동구 성수일로4길
46,46,문화식당 성수점,"분위기, 음식, 좋은, 직원, 맛있어요, 서비스, 좋고, 맛있었어요, 친절하시고, 가족","['친절한', '서비스 좋은', '음식이 맛있는', '분위기 좋은']","친절한, 서비스 좋은, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 성수일로4길,점심 저녁 동일가 1 - 5만원,점심,456,파스타,양식,성수,성동구,예약-웨이팅,4.7,65,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서울특별시 성동구 성수일로4길
47,47,바위파스타바,"요리, 예약, 메뉴, 와인, 음식, 파스타, 바위, 식사, 서비스, 마음","['주류', '서비스 좋은']","주류, 서비스 좋은",서울특별시 성동구 뚝섬로15길,점심 영업안함 · 저녁 12.5만원,저녁,"7,424",파스타,양식,성수,성동구,예약,4.8,352,영업안함,125000.0,,,125000.0,125000.0,서울특별시 성동구 뚝섬로15길
48,48,부우이,"음식, 분위기, 맛있어요, 감자, 리조또, 맛있게, 문어, 스테이크, 식사, 루프","['음식이 맛있는', '분위기 좋은']","음식이 맛있는, 분위기 좋은",서울특별시 성동구 서울숲2길,점심 저녁 동일가 1 - 4만원,저녁,"2,540",이탈리아음식,양식,서울숲,성동구,예약,4.5,103,25000.0,25000.0,10000.0,40000.0,10000.0,40000.0,서울특별시 성동구 서울숲2길
49,49,사델스 서울 / Sadelle's at Kith Seoul,"테라스, 서비스, 분위기, 음식, 메뉴, 직원, 좋고, 사델스, 샐러드, 식사","['친절한', '서비스 좋은', '분위기 좋은']","친절한, 서비스 좋은, 분위기 좋은",서울특별시 성동구 연무장길,점심 저녁 동일가 3 - 5만원,저녁,"3,127",브런치,양식,성수,성동구,예약,4.3,116,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,서울특별시 성동구 연무장길
50,50,산도스 성수 (SANDOS),"산도, 소스, 카츠, 치아바타, 고기, 샌드위치, 음식, 감자, 세트, 인테리어",[],,서울특별시 성동구 서울숲2길,점심 저녁 동일가 1 - 2만원,점심,770,브런치,양식,서울숲,성동구,예약,4.9,173,15000.0,15000.0,10000.0,20000.0,10000.0,20000.0,서울특별시 성동구 서울숲2길
51,51,살라댕템플,"음식, 분위기, 태국, 직원, 좋은, 팟타이, 기분, 예약, 주문, 국적","['친절한', '분위기 좋은']","친절한, 분위기 좋은",서울특별시 성동구 성수이로16길,점심 저녁 동일가 2 - 5만원,저녁,"9,999+",퓨전음식,퓨전,성수,성동구,웨이팅,4.3,1991,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,서울특별시 성동구 성수이로16길
52,52,샌드페블스,"음식, 메뉴, 분위기, 서비스, 공간, 맛있고, 와인, 좋았어요, 기분, 맛있게","['서비스 좋은', '주류', '음식이 맛있는', '분위기 좋은']","서비스 좋은, 주류, 음식이 맛있는, 분위기 좋은",서울특별시 성동구 금호산길,점심 저녁 동일가 1 - 3만원,저녁,889,와인,주류,금호,성동구,예약,4.6,62,20000.0,20000.0,10000.0,30000.0,10000.0,30000.0,서울특별시 성동구 금호산길
